from_id,to_id,method,distance_km,time_min,cost_baht
16,2,motorbike,27.02,20.0,224.66
16,3,motorbike,9.97,10.6,98.31
16,4,motorbike,31.5,20.6,260.5
16,5,motorbike,31.7,26.4,262.1
16,6,motorbike,42.3,25.6,348.05
16,7,motorbike,69.31,43.4,582.29
16,8,motorbike,15.67,10.9,138.19
16,9,motorbike,57.03,34.0,473.25
16,10,motorbike,44.89,27.5,370.06
16,11,motorbike,75.44,43.9,637.46
16,12,motorbike,9.24,6.3,93.56
16,13,motorbike,2.1,2.8,47.15
16,14,motorbike,6.27,8.3,74.25
16,15,motorbike,4.72,7.2,64.18
16,17,motorbike,11.21,10.9,106.97
16,18,motorbike,6.69,9.1,76.98
16,19,motorbike,7.97,6.9,85.31
16,20,motorbike,50.56,33.6,418.26
16,21,motorbike,2.6,3.4,50.4
16,22,motorbike,1.88,3.3,45.72
16,23,motorbike,7.91,6.8,84.91
16,24,motorbike,49.82,29.7,411.97
16,25,motorbike,12.31,12.2,114.67
16,26,motorbike,11.83,11.5,111.31
16,27,motorbike,8.14,9.2,86.41
16,28,motorbike,7.35,6.4,81.28
16,29,motorbike,15.58,14.6,137.56
16,30,motorbike,9.27,9.1,93.75
16,31,motorbike,13.01,12.2,119.57
16,32,motorbike,18.7,13.7,159.4
16,33,motorbike,15.58,14.6,137.56
16,34,motorbike,23.7,19.2,198.1
16,35,motorbike,23.38,18.4,195.54
16,36,motorbike,6.9,7.2,78.35
16,37,motorbike,3.02,3.8,53.13
16,38,motorbike,7.43,7.2,81.8
16,39,motorbike,43.31,28.1,356.63
16,40,motorbike,43.53,28.0,358.5
16,41,motorbike,43.5,27.0,358.25
16,42,motorbike,3.08,4.0,53.52
16,43,motorbike,28.74,25.4,238.42
16,44,motorbike,43.96,28.3,362.16
16,45,motorbike,47.44,30.4,391.74
17,1,motorbike,5.05,6.3,66.33
17,2,motorbike,43.11,30.6,354.94
17,3,motorbike,21.45,21.8,180.1
17,4,motorbike,42.98,31.8,353.83
17,5,motorbike,20.07,19.8,169.06
17,6,motorbike,58.49,33.5,485.67
17,7,motorbike,88.04,51.3,762.92
17,8,motorbike,27.15,22.2,225.7
17,9,motorbike,74.57,42.0,629.63
17,10,motorbike,62.42,35.4,520.28
17,11,motorbike,83.88,46.7,719.24
17,12,motorbike,20.73,17.5,174.34
17,13,motorbike,12.5,13.0,116.0
17,14,motorbike,10.06,11.1,98.92
17,15,motorbike,15.18,16.3,134.76
17,16,motorbike,11.29,12.3,107.53
17,18,motorbike,14.34,15.8,128.88
17,19,motorbike,4.52,6.0,62.88
17,20,motorbike,68.09,41.6,571.31
17,21,motorbike,14.17,14.9,127.69
17,22,motorbike,12.25,13.0,114.25
17,23,motorbike,4.46,5.8,62.49
17,24,motorbike,67.36,37.6,564.74
17,25,motorbike,1.11,1.7,40.72
17,26,motorbike,1.05,2.1,40.33
17,27,motorbike,7.46,9.2,81.99
17,28,motorbike,5.83,7.0,71.39
17,29,motorbike,5.2,5.7,67.3
17,30,motorbike,8.76,9.9,90.44
17,31,motorbike,3.31,4.1,55.02
17,32,motorbike,9.59,8.6,95.84
17,33,motorbike,5.2,5.7,67.3
17,34,motorbike,10.54,12.3,102.28
17,35,motorbike,10.21,11.5,99.97
17,36,motorbike,17.31,17.4,149.67
17,37,motorbike,10.66,11.7,103.12
17,38,motorbike,6.06,7.5,72.89
17,39,motorbike,59.68,36.0,495.78
17,40,motorbike,59.55,35.7,494.67
17,41,motorbike,61.04,35.0,507.86
17,42,motorbike,10.73,11.9,103.61
17,43,motorbike,33.03,28.6,272.74
17,44,motorbike,61.5,36.2,512.0
17,45,motorbike,64.98,38.4,543.32
18,1,motorbike,18.61,15.4,158.77
18,2,motorbike,32.7,26.0,270.1
18,3,motorbike,15.65,16.6,138.05
18,4,motorbike,37.18,26.6,305.94
18,5,motorbike,36.14,30.5,297.62
18,6,motorbike,47.98,31.6,396.33
18,7,motorbike,74.99,49.4,633.41
18,8,motorbike,21.35,16.9,179.3
18,9,motorbike,62.71,40.0,522.89
18,10,motorbike,50.57,33.5,418.35
18,11,motorbike,81.12,49.9,690.26
18,12,motorbike,14.93,12.3,133.01
18,13,motorbike,7.94,8.7,85.11
18,14,motorbike,3.78,4.2,58.07
18,15,motorbike,2.41,4.1,49.16
18,16,motorbike,6.36,7.6,74.84
18,17,motorbike,12.88,13.8,118.66
18,19,motorbike,12.42,11.0,115.44
18,20,motorbike,56.24,39.6,466.54
18,21,motorbike,5.58,6.4,69.77
18,22,motorbike,4.53,5.3,62.95
18,23,motorbike,12.36,10.9,115.02
18,24,motorbike,55.5,35.7,460.25
18,25,motorbike,13.58,14.1,123.56
18,26,motorbike,13.67,15.5,124.19
18,27,motorbike,12.59,13.3,116.63
18,28,motorbike,11.79,10.5,111.03
18,29,motorbike,20.03,18.7,168.74
18,30,motorbike,4.95,5.1,65.67
18,31,motorbike,17.45,16.3,150.65
18,32,motorbike,23.14,17.8,193.62
18,33,motorbike,20.03,18.7,168.74
18,34,motorbike,28.15,23.3,233.7
18,35,motorbike,27.82,22.5,231.06
18,36,motorbike,12.74,13.1,117.68
18,37,motorbike,7.45,9.2,81.93
18,38,motorbike,8.75,8.7,90.38
18,39,motorbike,48.99,34.1,404.92
18,40,motorbike,49.21,34.0,406.79
18,41,motorbike,49.18,33.0,406.53
18,42,motorbike,7.52,9.5,82.38
18,43,motorbike,33.16,30.9,273.78
18,44,motorbike,49.65,34.3,410.52
18,45,motorbike,53.12,36.4,440.02
19,1,motorbike,6.91,6.3,78.41
19,2,motorbike,35.55,27.5,292.9
19,3,motorbike,18.5,18.1,158.0
19,4,motorbike,40.02,28.1,328.67
19,5,motorbike,21.96,21.4,184.18
19,6,motorbike,56.14,30.9,465.69
19,7,motorbike,85.7,48.7,738.35
19,8,motorbike,24.19,18.5,202.02
19,9,motorbike,72.22,39.4,608.48
19,10,motorbike,60.07,32.8,499.13
19,11,motorbike,81.53,44.2,694.57
19,12,motorbike,17.77,13.8,152.89
19,13,motorbike,9.55,9.3,95.58
19,14,motorbike,7.96,9.2,85.24
19,15,motorbike,12.13,13.2,113.41
19,16,motorbike,8.33,8.6,87.65
19,17,motorbike,3.4,4.4,55.6
19,18,motorbike,12.25,13.9,114.25
19,20,motorbike,65.74,39.0,550.16
19,21,motorbike,11.21,11.2,106.97
19,22,motorbike,9.29,9.3,93.88
19,23,motorbike,0.1,0.2,40.0
19,24,motorbike,65.01,35.1,543.59
19,25,motorbike,4.5,5.7,62.75
19,26,motorbike,4.02,5.0,59.63
19,27,motorbike,4.5,5.4,62.75
19,28,motorbike,2.87,3.3,52.16
19,29,motorbike,7.77,8.0,84.0
19,30,motorbike,6.67,7.9,76.85
19,31,motorbike,5.2,5.6,67.3
19,32,motorbike,11.44,8.7,108.58
19,33,motorbike,7.77,8.0,84.0
19,34,motorbike,16.45,14.2,143.65
19,35,motorbike,16.12,13.4,141.34
19,36,motorbike,14.35,13.6,128.95
19,37,motorbike,7.71,8.0,83.62
19,38,motorbike,4.63,5.0,63.59
19,39,motorbike,57.33,33.4,475.8
19,40,motorbike,57.2,33.2,474.7
19,41,motorbike,58.69,32.4,487.37
19,42,motorbike,7.78,8.2,84.07
19,43,motorbike,30.68,26.0,253.94
19,44,motorbike,59.15,33.7,491.27
19,45,motorbike,62.63,35.8,522.17
20,1,motorbike,67.92,37.3,569.78
20,2,motorbike,34.96,26.0,288.18
20,3,motorbike,49.64,35.0,410.44
20,4,motorbike,24.01,17.6,200.58
20,5,motorbike,84.5,48.9,725.75
20,6,motorbike,12.29,9.8,114.53
20,7,motorbike,21.38,17.1,179.54
20,8,motorbike,40.79,27.1,335.21
20,9,motorbike,9.1,7.8,92.65
20,10,motorbike,9.17,8.3,93.1
20,11,motorbike,29.31,22.0,242.98
20,12,motorbike,43.0,27.3,354.0
20,13,motorbike,52.54,34.7,435.09
20,14,motorbike,58.05,40.5,481.92
20,15,motorbike,56.47,38.6,468.5
20,16,motorbike,51.98,32.9,430.33
20,17,motorbike,67.98,39.4,570.32
20,18,motorbike,58.44,40.5,485.24
20,19,motorbike,67.33,36.9,564.47
20,21,motorbike,52.61,33.7,435.69
20,22,motorbike,54.29,35.5,449.96
20,23,motorbike,67.27,36.8,563.93
20,24,motorbike,3.64,5.4,57.16
20,25,motorbike,69.09,40.7,580.31
20,26,motorbike,69.11,39.0,580.49
20,27,motorbike,66.46,37.4,556.64
20,28,motorbike,66.7,36.4,558.8
20,29,motorbike,72.87,42.1,614.33
20,30,motorbike,72.37,41.1,609.83
20,31,motorbike,70.29,39.7,591.11
20,32,motorbike,69.64,37.0,585.26
20,33,motorbike,72.87,42.1,614.33
20,34,motorbike,77.46,45.2,655.64
20,35,motorbike,77.13,44.3,652.67
20,36,motorbike,51.57,34.2,426.85
20,37,motorbike,53.49,35.7,443.17
20,38,motorbike,68.46,38.1,574.64
20,39,motorbike,13.22,12.2,121.04
20,40,motorbike,13.52,12.2,123.14
20,41,motorbike,11.48,9.7,108.86
20,42,motorbike,53.55,35.9,443.67
20,43,motorbike,53.02,36.2,439.17
20,44,motorbike,12.71,11.1,117.47
20,45,motorbike,9.35,9.7,94.28
21,1,motorbike,16.5,13.8,144.0
21,2,motorbike,27.54,20.5,228.82
21,3,motorbike,10.49,11.1,101.93
21,4,motorbike,32.02,21.1,264.66
21,5,motorbike,34.03,28.9,280.74
21,6,motorbike,42.81,26.1,352.38
21,7,motorbike,69.83,43.9,586.97
21,8,motorbike,16.19,11.4,141.83
21,9,motorbike,57.55,34.5,477.67
21,10,motorbike,45.4,28.0,374.4
21,11,motorbike,75.96,44.4,642.14
21,12,motorbike,9.76,6.8,96.94
21,13,motorbike,4.2,5.0,60.8
21,14,motorbike,8.51,8.2,88.81
21,15,motorbike,4.26,5.7,61.19
21,16,motorbike,2.48,3.1,49.62
21,17,motorbike,13.54,13.4,123.28
21,18,motorbike,6.16,7.5,73.54
21,19,motorbike,10.31,9.4,100.67
21,20,motorbike,51.07,34.2,422.6
21,22,motorbike,3.09,3.4,53.59
21,23,motorbike,10.25,9.2,100.25
21,24,motorbike,50.33,30.2,416.3
21,25,motorbike,14.64,14.7,130.98
21,26,motorbike,14.16,14.0,127.62
21,27,motorbike,10.47,11.7,101.79
21,28,motorbike,9.68,8.9,96.42
21,29,motorbike,17.92,17.0,153.94
21,30,motorbike,9.68,9.0,96.42
21,31,motorbike,15.34,14.6,135.88
21,32,motorbike,21.03,16.2,176.74
21,33,motorbike,17.92,17.0,153.94
21,34,motorbike,26.04,21.7,216.82
21,35,motorbike,25.71,20.9,214.18
21,36,motorbike,9.01,9.4,92.06
21,37,motorbike,5.13,6.0,66.84
21,38,motorbike,9.77,9.6,97.0
21,39,motorbike,43.82,28.6,360.97
21,40,motorbike,44.04,28.5,362.84
21,41,motorbike,44.02,27.5,362.67
21,42,motorbike,5.19,6.2,67.23
21,43,motorbike,28.24,26.5,234.42
21,44,motorbike,44.48,28.8,366.58
21,45,motorbike,47.95,31.0,396.08
22,1,motorbike,15.75,12.3,138.75
22,2,motorbike,30.03,22.9,248.74
22,3,motorbike,12.99,13.5,119.43
22,4,motorbike,34.51,23.5,284.58
22,5,motorbike,33.28,27.4,274.74
22,6,motorbike,45.31,28.5,373.63
22,7,motorbike,72.33,46.3,609.47
22,8,motorbike,18.68,13.8,159.26
22,9,motorbike,60.05,36.9,498.95
22,10,motorbike,47.9,30.4,395.65
22,11,motorbike,78.46,46.8,664.64
22,12,motorbike,12.26,9.2,114.32
22,13,motorbike,4.51,5.0,62.81
22,14,motorbike,7.4,7.2,81.6
22,15,motorbike,3.07,4.6,53.45
22,16,motorbike,2.93,3.9,52.55
22,17,motorbike,12.79,11.9,118.03
22,18,motorbike,5.04,6.5,66.26
22,19,motorbike,9.56,7.9,95.64
22,20,motorbike,53.57,36.6,443.85
22,21,motorbike,2.91,3.3,52.41
22,23,motorbike,9.5,7.8,95.25
22,24,motorbike,52.83,32.6,437.55
22,25,motorbike,13.89,13.2,125.73
22,26,motorbike,13.41,12.5,122.37
22,27,motorbike,9.72,10.2,96.68
22,28,motorbike,8.93,7.4,91.55
22,29,motorbike,17.17,15.6,148.69
22,30,motorbike,8.57,8.0,89.2
22,31,motorbike,14.59,13.2,130.63
22,32,motorbike,20.28,14.7,170.74
22,33,motorbike,17.17,15.6,148.69
22,34,motorbike,25.29,20.2,210.82
22,35,motorbike,24.96,19.4,208.18
22,36,motorbike,9.32,9.4,94.08
22,37,motorbike,5.44,6.1,68.86
22,38,motorbike,9.02,8.1,92.13
22,39,motorbike,46.32,31.0,382.22
22,40,motorbike,46.54,30.9,384.09
22,41,motorbike,46.51,29.9,383.83
22,42,motorbike,5.5,6.3,69.25
22,43,motorbike,31.16,27.6,257.78
22,44,motorbike,46.98,31.2,387.83
22,45,motorbike,50.45,33.3,417.33
23,1,motorbike,6.8,6.1,77.7
23,2,motorbike,35.44,27.3,292.02
23,3,motorbike,18.39,17.9,157.23
23,4,motorbike,39.92,27.9,327.86
23,5,motorbike,21.86,21.2,183.38
23,6,motorbike,56.04,30.7,464.84
23,7,motorbike,85.59,48.5,737.2
23,8,motorbike,24.09,18.2,201.22
23,9,motorbike,72.12,39.2,607.58
23,10,motorbike,59.97,32.6,498.25
23,11,motorbike,81.43,43.9,693.52
23,12,motorbike,17.66,13.6,152.12
23,13,motorbike,9.44,9.1,94.86
23,14,motorbike,7.86,9.0,84.59
23,15,motorbike,12.02,13.0,112.64
23,16,motorbike,8.23,8.4,87.0
23,17,motorbike,3.29,4.2,54.88
23,18,motorbike,12.14,13.6,113.48
23,19,motorbike,0.38,0.9,40.0
23,20,motorbike,65.64,38.8,549.26
23,21,motorbike,11.1,11.0,106.2
23,22,motorbike,9.18,9.1,93.17
23,24,motorbike,64.9,34.8,542.6
23,25,motorbike,4.39,5.5,62.03
23,26,motorbike,3.92,4.7,58.98
23,27,motorbike,4.4,5.2,62.1
23,28,motorbike,2.77,3.1,51.51
23,29,motorbike,7.67,7.8,83.35
23,30,motorbike,6.56,7.7,76.14
23,31,motorbike,5.09,5.4,66.59
23,32,motorbike,11.33,8.4,107.81
23,33,motorbike,7.67,7.8,83.35
23,34,motorbike,16.34,14.0,142.88
23,35,motorbike,16.02,13.1,140.64
23,36,motorbike,14.25,13.4,128.25
23,37,motorbike,7.6,7.8,82.9
23,38,motorbike,4.53,4.8,62.95
23,39,motorbike,57.22,33.2,474.87
23,40,motorbike,57.1,33.0,473.85
23,41,motorbike,58.58,32.2,486.43
23,42,motorbike,7.67,8.0,83.35
23,43,motorbike,30.58,25.8,253.14
23,44,motorbike,59.05,33.4,490.42
23,45,motorbike,62.52,35.6,521.18
24,1,motorbike,66.15,34.2,553.85
24,2,motorbike,33.19,23.0,274.02
24,3,motorbike,47.87,31.9,395.39
24,4,motorbike,22.24,14.5,186.42
24,5,motorbike,82.72,45.9,707.06
24,6,motorbike,10.52,6.7,102.14
24,7,motorbike,19.61,14.1,165.77
24,8,motorbike,39.02,24.0,320.66
24,9,motorbike,7.33,4.7,81.15
24,10,motorbike,7.4,5.3,81.6
24,11,motorbike,27.54,19.0,228.82
24,12,motorbike,41.23,24.2,338.95
24,13,motorbike,50.77,31.6,420.05
24,14,motorbike,56.28,37.4,466.88
24,15,motorbike,54.7,35.5,453.45
24,16,motorbike,50.21,29.8,415.29
24,17,motorbike,66.21,36.4,554.39
24,18,motorbike,56.67,37.4,470.2
24,19,motorbike,65.56,33.9,548.54
24,20,motorbike,5.92,7.4,71.98
24,21,motorbike,50.84,30.6,420.64
24,22,motorbike,52.52,32.5,434.92
24,23,motorbike,65.5,33.7,548.0
24,25,motorbike,67.31,37.7,564.29
24,26,motorbike,67.34,35.9,564.56
24,27,motorbike,64.69,34.4,540.71
24,28,motorbike,64.93,33.4,542.87
24,29,motorbike,71.1,39.0,598.4
24,30,motorbike,70.6,38.1,593.9
24,31,motorbike,68.52,36.6,575.18
24,32,motorbike,67.87,34.0,569.33
24,33,motorbike,71.1,39.0,598.4
24,34,motorbike,75.69,42.1,639.71
24,35,motorbike,75.36,41.3,636.74
24,36,motorbike,49.8,31.1,411.8
24,37,motorbike,51.72,32.6,428.12
24,38,motorbike,66.69,35.0,558.71
24,39,motorbike,11.45,9.1,108.65
24,40,motorbike,11.75,9.1,110.75
24,41,motorbike,9.71,6.6,96.62
24,42,motorbike,51.78,32.8,428.63
24,43,motorbike,51.25,33.1,424.12
24,44,motorbike,10.94,8.0,105.08
24,45,motorbike,7.58,6.6,82.77
25,1,motorbike,6.13,7.8,73.34
25,2,motorbike,39.46,31.8,324.18
25,3,motorbike,22.41,22.4,187.78
25,4,motorbike,43.94,32.4,361.99
25,5,motorbike,22.32,20.2,187.06
25,6,motorbike,59.56,35.1,494.76
25,7,motorbike,89.12,52.9,774.26
25,8,motorbike,28.11,22.8,233.38
25,9,motorbike,75.64,43.5,639.26
25,10,motorbike,63.5,37.0,530.0
25,11,motorbike,84.96,48.3,730.58
25,12,motorbike,21.68,18.1,181.94
25,13,motorbike,13.46,13.6,122.72
25,14,motorbike,10.15,11.0,99.55
25,15,motorbike,15.27,16.2,135.39
25,16,motorbike,12.25,12.9,114.25
25,17,motorbike,1.07,1.6,40.45
25,18,motorbike,14.43,15.7,129.51
25,19,motorbike,4.58,6.4,63.27
25,20,motorbike,69.17,43.2,581.03
25,21,motorbike,15.12,15.5,134.34
25,22,motorbike,13.2,13.6,120.9
25,23,motorbike,5.41,6.4,68.66
25,24,motorbike,68.43,39.2,574.37
25,26,motorbike,2.12,3.6,47.28
25,27,motorbike,8.41,9.7,88.16
25,28,motorbike,6.78,7.6,77.57
25,29,motorbike,4.24,5.7,61.06
25,30,motorbike,8.85,9.8,91.03
25,31,motorbike,4.38,5.6,61.97
25,32,motorbike,10.66,10.2,103.12
25,33,motorbike,4.24,5.7,61.06
25,34,motorbike,9.57,12.4,95.7
25,35,motorbike,9.25,11.5,93.62
25,36,motorbike,18.26,17.9,156.32
25,37,motorbike,11.62,12.3,109.84
25,38,motorbike,6.15,7.4,73.47
25,39,motorbike,60.75,37.5,505.25
25,40,motorbike,60.62,37.3,504.08
25,41,motorbike,62.11,36.6,517.49
25,42,motorbike,11.69,12.5,110.33
25,43,motorbike,34.1,30.1,281.3
25,44,motorbike,62.57,37.8,521.63
25,45,motorbike,66.05,40.0,552.95
26,1,motorbike,4.17,4.8,60.61
26,2,motorbike,42.23,29.0,347.45
26,3,motorbike,21.27,21.7,178.66
26,4,motorbike,42.8,31.7,352.3
26,5,motorbike,19.54,18.9,165.28
26,6,motorbike,57.61,32.0,478.19
26,7,motorbike,87.16,49.8,753.68
26,8,motorbike,26.97,22.0,224.26
26,9,motorbike,73.69,40.5,621.71
26,10,motorbike,61.54,33.9,512.36
26,11,motorbike,83.0,45.2,710.0
26,12,motorbike,20.54,17.4,172.82
26,13,motorbike,12.32,12.8,114.74
26,14,motorbike,10.14,11.4,99.48
26,15,motorbike,15.27,16.6,135.39
26,16,motorbike,11.11,12.1,106.27
26,17,motorbike,1.01,2.8,40.06
26,18,motorbike,14.43,16.1,129.51
26,19,motorbike,4.33,5.9,61.64
26,20,motorbike,67.21,40.1,563.39
26,21,motorbike,13.98,14.8,126.36
26,22,motorbike,12.06,12.9,112.92
26,23,motorbike,4.28,5.7,61.32
26,24,motorbike,66.47,36.1,556.73
26,25,motorbike,2.92,4.2,52.48
26,27,motorbike,8.73,8.1,90.25
26,28,motorbike,5.65,6.8,70.22
26,29,motorbike,4.79,5.2,64.64
26,30,motorbike,8.85,10.2,91.03
26,31,motorbike,2.78,3.2,51.57
26,32,motorbike,8.7,7.1,90.05
26,33,motorbike,4.79,5.2,64.64
26,34,motorbike,10.13,11.8,99.41
26,35,motorbike,9.8,11.0,97.2
26,36,motorbike,17.13,17.2,148.41
26,37,motorbike,10.48,11.5,101.86
26,38,motorbike,6.15,7.8,73.47
26,39,motorbike,58.79,34.4,488.22
26,40,motorbike,58.66,34.2,487.11
26,41,motorbike,60.15,33.5,499.85
26,42,motorbike,10.55,11.8,102.35
26,43,motorbike,32.15,27.0,265.7
26,44,motorbike,60.62,34.7,504.08
26,45,motorbike,64.09,36.9,535.31
27,1,motorbike,7.72,7.9,83.68
27,2,motorbike,36.74,28.3,302.42
27,3,motorbike,19.69,18.9,166.33
27,4,motorbike,41.22,28.9,338.87
27,5,motorbike,25.26,23.0,210.58
27,6,motorbike,55.95,32.2,464.08
27,7,motorbike,85.5,50.0,736.25
27,8,motorbike,25.39,19.3,211.62
27,9,motorbike,72.03,40.7,606.77
27,10,motorbike,59.88,34.1,497.48
27,11,motorbike,81.34,45.5,692.57
27,12,motorbike,18.96,14.6,161.22
27,13,motorbike,10.74,10.1,103.68
27,14,motorbike,11.03,10.1,105.71
27,15,motorbike,13.33,14.0,121.81
27,16,motorbike,9.53,9.4,95.44
27,17,motorbike,7.93,8.6,85.05
27,18,motorbike,15.32,14.7,135.74
27,19,motorbike,4.69,4.6,63.98
27,20,motorbike,65.55,40.3,548.45
27,21,motorbike,12.41,12.0,115.37
27,22,motorbike,10.48,10.1,101.86
27,23,motorbike,4.64,4.5,63.66
27,24,motorbike,64.81,36.4,541.79
27,25,motorbike,9.03,9.9,92.19
27,26,motorbike,8.55,9.2,89.08
27,28,motorbike,4.07,4.1,59.95
27,29,motorbike,12.3,12.3,114.6
27,30,motorbike,9.74,8.8,96.81
27,31,motorbike,9.73,9.9,96.75
27,32,motorbike,12.26,10.2,114.32
27,33,motorbike,12.31,12.3,114.67
27,34,motorbike,17.27,15.8,149.39
27,35,motorbike,16.94,14.9,147.08
27,36,motorbike,15.55,14.4,137.35
27,37,motorbike,8.9,8.8,91.35
27,38,motorbike,5.83,5.8,71.39
27,39,motorbike,57.14,34.7,474.19
27,40,motorbike,57.01,34.5,473.08
27,41,motorbike,58.5,33.7,485.75
27,42,motorbike,8.97,9.0,91.81
27,43,motorbike,27.51,26.6,228.58
27,44,motorbike,58.96,35.0,489.66
27,45,motorbike,62.43,37.1,520.37
28,1,motorbike,7.49,6.8,82.19
28,2,motorbike,36.13,28.0,297.54
28,3,motorbike,19.08,18.6,162.06
28,4,motorbike,40.61,28.6,333.69
28,5,motorbike,22.54,21.9,188.82
28,6,motorbike,56.72,31.5,470.62
28,7,motorbike,86.28,49.3,744.44
28,8,motorbike,24.78,19.0,206.74
28,9,motorbike,72.8,39.9,613.7
28,10,motorbike,60.66,33.4,504.44
28,11,motorbike,82.12,44.7,700.76
28,12,motorbike,18.35,14.3,156.95
28,13,motorbike,10.13,9.8,99.41
28,14,motorbike,8.55,9.7,89.08
28,15,motorbike,12.71,13.7,117.47
28,16,motorbike,8.92,9.1,91.48
28,17,motorbike,3.98,4.9,59.37
28,18,motorbike,12.83,14.4,118.31
28,19,motorbike,0.75,0.9,40.0
28,20,motorbike,66.33,39.6,555.47
28,21,motorbike,11.79,11.7,111.03
28,22,motorbike,9.87,9.9,97.66
28,23,motorbike,0.69,0.7,40.0
28,24,motorbike,65.59,35.6,548.81
28,25,motorbike,5.08,6.2,66.52
28,26,motorbike,4.6,5.5,63.4
28,27,motorbike,5.08,6.0,66.52
28,29,motorbike,8.36,8.6,87.84
28,30,motorbike,7.25,8.5,80.62
28,31,motorbike,5.78,6.1,71.07
28,32,motorbike,12.02,9.2,112.64
28,33,motorbike,8.36,8.6,87.84
28,34,motorbike,17.03,14.7,147.71
28,35,motorbike,16.7,13.9,145.4
28,36,motorbike,14.94,14.2,133.08
28,37,motorbike,8.29,8.5,87.38
28,38,motorbike,5.22,5.5,67.43
28,39,motorbike,57.91,33.9,480.73
28,40,motorbike,57.78,33.7,479.63
28,41,motorbike,59.27,33.0,492.3
28,42,motorbike,8.36,8.7,87.84
28,43,motorbike,31.27,26.5,258.66
28,44,motorbike,59.74,34.2,496.29
28,45,motorbike,63.21,36.4,527.39
29,1,motorbike,7.5,7.3,82.25
29,2,motorbike,45.55,31.6,375.67
29,3,motorbike,24.74,24.4,206.42
29,4,motorbike,46.26,34.4,381.71
29,5,motorbike,21.02,17.5,176.66
29,6,motorbike,60.93,34.6,506.87
29,7,motorbike,90.49,52.4,788.64
29,8,motorbike,30.43,24.8,251.94
29,9,motorbike,77.01,43.1,651.59
29,10,motorbike,64.87,36.5,542.33
29,11,motorbike,86.33,47.8,744.96
29,12,motorbike,24.01,20.1,200.58
29,13,motorbike,15.79,15.6,139.03
29,14,motorbike,13.88,14.8,125.66
29,15,motorbike,18.37,19.5,157.09
29,16,motorbike,14.57,14.9,130.49
29,17,motorbike,5.06,6.7,66.39
29,18,motorbike,18.17,19.4,155.69
29,19,motorbike,7.8,8.6,84.2
29,20,motorbike,70.54,42.7,593.36
29,21,motorbike,17.45,17.5,150.65
29,22,motorbike,15.53,15.6,137.21
29,23,motorbike,7.74,8.4,83.81
29,24,motorbike,69.8,38.7,586.7
29,25,motorbike,3.68,5.6,57.42
29,26,motorbike,4.06,4.5,59.89
29,27,motorbike,12.06,10.7,112.92
29,28,motorbike,9.11,9.6,92.72
29,30,motorbike,12.59,13.5,116.63
29,31,motorbike,3.8,3.7,58.2
29,32,motorbike,12.03,9.7,112.71
29,33,motorbike,0.0,0.0,40.0
29,34,motorbike,8.27,9.7,87.25
29,35,motorbike,7.95,8.8,85.18
29,36,motorbike,20.59,19.9,173.22
29,37,motorbike,13.95,14.3,126.15
29,38,motorbike,9.89,11.1,97.78
29,39,motorbike,62.12,37.0,517.58
29,40,motorbike,61.99,36.8,516.41
29,41,motorbike,63.48,36.1,529.82
29,42,motorbike,14.02,14.5,126.64
29,43,motorbike,35.48,29.6,292.34
29,44,motorbike,63.94,37.3,533.96
29,45,motorbike,67.42,39.5,565.28
30,1,motorbike,14.31,10.9,128.67
30,2,motorbike,36.45,28.2,300.1
30,3,motorbike,19.4,18.8,164.3
30,4,motorbike,40.93,28.8,336.4
30,5,motorbike,31.84,26.1,263.22
30,6,motorbike,51.72,33.9,428.12
30,7,motorbike,78.74,51.7,667.16
30,8,motorbike,25.1,19.2,209.3
30,9,motorbike,66.46,42.3,556.64
30,10,motorbike,54.31,35.7,450.13
30,11,motorbike,87.93,48.5,761.77
30,12,motorbike,18.67,14.5,159.19
30,13,motorbike,10.45,10.0,101.65
30,14,motorbike,1.47,1.8,43.05
30,15,motorbike,6.6,7.0,76.4
30,16,motorbike,9.24,9.3,93.56
30,17,motorbike,8.11,9.3,86.22
30,18,motorbike,5.76,6.5,70.94
30,19,motorbike,8.12,6.6,86.28
30,20,motorbike,59.98,41.9,498.33
30,21,motorbike,9.77,9.3,97.0
30,22,motorbike,8.72,8.2,90.18
30,23,motorbike,8.06,6.4,85.89
30,24,motorbike,59.24,38.0,492.04
30,25,motorbike,8.81,9.6,90.77
30,26,motorbike,8.9,11.0,91.35
30,27,motorbike,8.29,8.8,87.38
30,28,motorbike,7.49,6.0,82.19
30,29,motorbike,15.73,14.2,138.61
30,31,motorbike,13.15,11.8,120.55
30,32,motorbike,18.84,13.3,160.38
30,33,motorbike,15.73,14.2,138.61
30,34,motorbike,23.85,18.9,199.3
30,35,motorbike,23.52,18.0,196.66
30,36,motorbike,15.26,14.4,135.32
30,37,motorbike,8.61,8.7,89.47
30,38,motorbike,3.98,4.2,59.37
30,39,motorbike,52.73,36.4,436.7
30,40,motorbike,52.95,36.3,438.58
30,41,motorbike,52.93,35.3,438.4
30,42,motorbike,8.68,8.9,89.92
30,43,motorbike,34.32,30.4,283.06
30,44,motorbike,53.39,36.6,442.31
30,45,motorbike,56.86,38.7,471.81
31,1,motorbike,6.38,6.2,74.97
31,2,motorbike,44.44,30.5,366.24
31,3,motorbike,23.63,23.3,197.54
31,4,motorbike,45.15,33.3,372.27
31,5,motorbike,16.93,16.0,147.01
31,6,motorbike,59.82,33.4,496.97
